SCORE,DATE,D0,D1,D2,D3,D4,NA_COUNT,W0,W1,W2,W3,W4
1.5,year_1526,0,0,0,0,0,0,98.5,49.1,0,0,0
19.4,year_1527,0,0,0,0,0,0,80.7,11.3,0,0,0
6.3,year_1528,93.7,18.4,0,0,0,0,0,0,0,0,0
42.7,year_1529,57.4,29.8,6.1,0,0,0,0,0,0,0,0
94.4,year_1530,5.6,0,0,0,0,0,0,0,0,0,0
35.2,year_1531,64.8,4.5,0,0,0,0,0,0,0,0,0
0,year_1532,100,100,100,88.4,9.9,0,0,0,0,0,0
0,year_1533,100,61.5,3.2,0,0,0,0,0,0,0,0
75.2,year_1534,24.8,0,0,0,0,0,0,0,0,0,0
16.6,year_1535,0,0,0,0,0,0,83.4,28.5,2.3,0,0
0,year_1536,0,0,0,0,0,0,100,100,85.7,13.8,0
3.3,year_1537,0,0,0,0,0,0,96.7,43,4.6,0,0
29.6,year_1538,63.4,43.3,1.1,0,0,0,6.9,0.3,0,0,0
74.5,year_1539,0,0,0,0,0,0,25.5,4.8,0.2,0,0
35.9,year_1540,0,0,0,0,0,0,64.1,26.3,0,0,0
77.3,year_1541,0,0,0,0,0,0,22.7,0,0,0,0
0,year_1542,100,100,84.6,60.4,6.7,0,0,0,0,0,0
21.8,year_1543,78.3,2.1,0,0,0,0,0,0,0,0,0
21.5,year_1544,78.5,4.2,0,0,0,0,0,0,0,0,0
0,year_1545,99.9,91,1.1,0,0,0,0,0,0,0,0
99.9,year_1546,0,0,0,0,0,0,0.1,0,0,0,0
13.8,year_1547,86.3,1.3,0,0,0,0,0,0,0,0,0
87.1,year_1548,12.9,0,0,0,0,0,0,0,0,0,0
0,year_1549,0,0,0,0,0,0,100.1,85.7,25.1,4.3,0
0,year_1550,0,0,0,0,0,0,100,88.4,23.9,2.2,0
47.2,year_1551,0,0,0,0,0,0,52.8,24.1,0,0,0
55.1,year_1552,0,0,0,0,0,0,44.9,0.1,0,0,0
0,year_1553,0,0,0,0,0,0,100,90.9,55.1,2.2,0
38.8,year_1554,0.2,0,0,0,0,0,61,8.9,0,0,0
28.4,year_1555,0,0,0,0,0,0,71.5,34.9,0,0,0
0,year_1556,0,0,0,0,0,0,100,82.6,56.7,15.6,0
0,year_1557,0,0,0,0,0,0,100,100,71.6,11.5,1.3
25.4,year_1558,74.6,15.1,0,0,0,0,0,0,0,0,0
92.2,year_1559,7.8,0,0,0,0,0,0,0,0,0,0
36,year_1560,0,0,0,0,0,0,64,0,0,0,0
75.2,year_1561,4.5,0,0,0,0,0,20.3,0,0,0,0
67.1,year_1562,7.8,0,0,0,0,0,25.1,0,0,0,0
100,year_1563,0,0,0,0,0,0,0,0,0,0,0
0,year_1564,0,0,0,0,0,0,100,100,63.3,14.6,3.6
2.3,year_1565,0,0,0,0,0,0,97.7,85.6,43,9.8,0
97,year_1566,0,0,0,0,0,0,3,0,0,0,0
52.6,year_1567,47.4,0,0,0,0,0,0,0,0,0,0
54.6,year_1568,0,0,0,0,0,0,45.4,10.9,0,0,0
15.1,year_1569,0,0,0,0,0,0,84.9,4.5,0,0,0
76,year_1570,2.4,0,0,0,0,0,21.5,0,0,0,0
93.4,year_1571,2.5,0,0,0,0,0,4,0,0,0,0
69.1,year_1572,0,0,0,0,0,0,30.9,0,0,0,0
31.2,year_1573,68.8,38.6,2.3,0,0,0,0,0,0,0,0
43.1,year_1574,50.8,35.2,1.1,0,0,0,6.1,0,0,0,0
96.2,year_1575,0,0,0,0,0,0,3.8,0,0,0,0
27.9,year_1576,72.1,1.1,0,0,0,0,0,0,0,0,0
0,year_1577,0,0,0,0,0,0,100,35.5,1.1,0,0
58.6,year_1578,0,0,0,0,0,0,41.4,2.1,0,0,0
0,year_1579,100.1,93.9,63.5,26.4,6,0,0,0,0,0,0
0,year_1580,99.9,99.9,96.6,54.6,37.7,0,0,0,0,0,0
28.6,year_1581,70,1,0,0,0,0,1.4,0,0,0,0
64.8,year_1582,11.2,0,0,0,0,0,24,4.6,0,0,0
38.6,year_1583,57.6,36.5,6.7,0,0,0,3.8,0,0,0,0
0,year_1584,100,100,87.2,53.8,16.5,0,0,0,0,0,0
0,year_1585,100.1,92.2,80.3,58.1,1.1,0,0,0,0,0,0
97.7,year_1586,1.1,0,0,0,0,0,1.2,0,0,0,0
54.5,year_1587,0,0,0,0,0,0,45.6,22.1,5,0,0
0,year_1588,0,0,0,0,0,0,100,33.9,0,0,0
0,year_1589,0,0,0,0,0,0,100,39.3,2.2,0,0
1,year_1590,99,92.6,72.9,6.1,0,0,0,0,0,0,0
27.7,year_1591,72.3,9.5,0,0,0,0,0,0,0,0,0
0,year_1592,100,94.2,1.3,0,0,0,0,0,0,0,0
52.1,year_1593,47.9,0,0,0,0,0,0,0,0,0,0
4.7,year_1594,0,0,0,0,0,0,95.3,70.2,41.1,6.7,0
41.2,year_1595,11.4,3.6,0.1,0,0,0,47.5,29.7,0,0,0
0,year_1596,0,0,0,0,0,0,100,100,42.1,1.1,0
80.8,year_1597,0,0,0,0,0,0,19.2,0,0,0,0
0,year_1598,100,68,2.1,0,0,0,0,0,0,0,0
6.6,year_1599,0,0,0,0,0,0,93.4,11.7,0,0,0
0,year_1600,99.9,99.9,98.8,32.9,0.1,0,0,0,0,0,0
55.6,year_1601,44.4,3.3,0,0,0,0,0,0,0,0,0
15.8,year_1602,0,0,0,0,0,0,84.2,32.3,9.4,0,0
0,year_1603,0,0,0,0,0,0,100,68,2.2,0,0
0,year_1604,0,0,0,0,0,0,100,100,32.7,1.1,0
0,year_1605,0,0,0,0,0,0,99.9,95.6,54.8,1.1,0
0,year_1606,0,0,0,0,0,0,100,34.6,0,0,0
23,year_1607,77,2.2,0,0,0,0,0,0,0,0,0
4.2,year_1608,0,0,0,0,0,0,95.7,35,11.4,2.4,0
0,year_1609,0,0,0,0,0,0,100.1,81,35.6,2.4,0
28,year_1610,0,0,0,0,0,0,72,40.9,25.3,2.2,0
12.9,year_1611,0,0,0,0,0,0,87.1,3.3,0,0,0
92.2,year_1612,0,0,0,0,0,0,7.8,0,0,0,0
81.5,year_1613,17.7,5.1,1.3,0,0,0,1,0,0,0,0
83.8,year_1614,2.4,0,0,0,0,0,13.7,0,0,0,0
0,year_1615,0,0,0,0,0,0,100,95.3,31.5,4.3,0
0,year_1616,0,0,0,0,0,0,100,67.9,14.8,0,0
0,year_1617,0,0,0,0,0,0,100,100,90,25.9,4.8
0,year_1618,0,0,0,0,0,0,100.1,100.1,83.8,58,10.2
1.1,year_1619,0,0,0,0,0,0,98.9,45.7,0,0,0
8.6,year_1620,0,0,0,0,0,0,91.3,41.4,0,0,0
0,year_1621,0,0,0,0,0,0,100,99.8,60.6,34.1,3.3
74.9,year_1622,25.1,0,0,0,0,0,0,0,0,0,0
32.2,year_1623,65.7,45.8,20.3,0,0,0,2.1,0,0,0,0
19.7,year_1624,73.8,58.4,34.2,0,0,0,6.5,0,0,0,0
41.8,year_1625,32.9,2.2,0,0,0,0,25.3,9.4,0.1,0,0
0,year_1626,100.1,100.1,62.4,0.2,0,0,0,0,0,0,0
92,year_1627,0,0,0,0,0,0,8,0,0,0,0
100,year_1628,0,0,0,0,0,0,0,0,0,0,0
80.4,year_1629,19.6,0,0,0,0,0,0,0,0,0,0
53.6,year_1630,30.9,4.6,0,0,0,0,15.5,0,0,0,0
0,year_1631,100,74,33.1,0,0,0,0,0,0,0,0
0,year_1632,100,100,100,87.3,50.3,0,0,0,0,0,0
18.4,year_1633,0,0,0,0,0,0,81.5,26,6.6,0,0
77.8,year_1634,0,0,0,0,0,0,22.2,0,0,0,0
44.5,year_1635,0,0,0,0,0,0,55.5,9.1,0,0,0
98.5,year_1636,0,0,0,0,0,0,1.5,0,0,0,0
3.1,year_1637,96.9,79.2,41.6,26.2,7.9,0,0,0,0,0,0
0,year_1638,100,74.2,12.5,0,0,0,0,0,0,0,0
98.9,year_1639,1.1,0,0,0,0,0,0,0,0,0,0
0,year_1640,0,0,0,0,0,0,100,89.4,49.6,0,0
11.7,year_1641,0,0,0,0,0,0,88.2,8.5,0,0,0
0,year_1642,0,0,0,0,0,0,99.9,49.9,13.6,2.5,0
19.7,year_1643,0,0,0,0,0,0,80.3,5.8,0,0,0
11.7,year_1644,0,0,0,0,0,0,88.2,32.9,0,0,0
8.2,year_1645,91.7,63.4,22.8,0,0,0,0,0,0,0,0
53.9,year_1646,46.1,0,0,0,0,0,0,0,0,0,0
33.2,year_1647,0,0,0,0,0,0,66.8,29.8,0,0,0
46.8,year_1648,53.2,32.9,0,0,0,0,0,0,0,0,0
34.9,year_1649,0,0,0,0,0,0,65.2,1.3,0,0,0
78.7,year_1650,0,0,0,0,0,0,21.3,0,0,0,0
0,year_1651,0,0,0,0,0,0,99.9,87.1,64.1,15,0
94.4,year_1652,5.6,0,0,0,0,0,0,0,0,0,0
7.7,year_1653,92.3,44.9,14,0.1,0,0,0,0,0,0,0
1.1,year_1654,98.9,88.2,76,52.4,8.7,0,0,0,0,0,0
31,year_1655,40.8,27.4,10.6,2.5,0,0,28.2,0,0,0,0
39.9,year_1656,20.1,0,0,0,0,0,39.9,0,0,0,0
87.9,year_1657,12.1,0.1,0,0,0,0,0,0,0,0,0
65.7,year_1658,34.2,1.1,0,0,0,0,0,0,0,0,0
66.8,year_1659,33.2,0.1,0,0,0,0,0,0,0,0,0
48.6,year_1660,13.5,0.2,0,0,0,0,37.9,0,0,0,0
41.8,year_1661,0,0,0,0,0,0,58.2,4.6,0,0,0
92.1,year_1662,4.6,0,0,0,0,0,3.3,0,0,0,0
97.8,year_1663,2.2,0,0,0,0,0,0,0,0,0,0
45.2,year_1664,43.9,18.5,0,0,0,0,10.9,0,0,0,0
86.2,year_1665,13.8,0,0,0,0,0,0,0,0,0,0
47.9,year_1666,41.8,14.1,0,0,0,0,10.3,0,0,0,0
0,year_1667,100,52.1,0,0,0,0,0,0,0,0,0
0,year_1668,100,86.8,37.1,0,0,0,0,0,0,0,0
52.7,year_1669,47.3,0,0,0,0,0,0,0,0,0,0
13,year_1670,87.1,71.7,38.9,1.3,0,0,0,0,0,0,0
34.1,year_1671,65.9,0,0,0,0,0,0,0,0,0,0
64.2,year_1672,0,0,0,0,0,0,35.8,0,0,0,0
25.2,year_1673,0,0,0,0,0,0,74.8,20.5,0,0,0
0,year_1674,0,0,0,0,0,0,100.1,99,43.8,1.1,0
66.7,year_1675,15.4,0,0,0,0,0,17.9,0,0,0,0
28.1,year_1676,31.7,6.9,0,0,0,0,40.1,13.7,0,0,0
71.2,year_1677,4.5,0,0,0,0,0,24.2,0,0,0,0
24.8,year_1678,0,0,0,0,0,0,75.1,38.2,9.6,0,0
100,year_1679,0,0,0,0,0,0,0,0,0,0,0
0,year_1680,0,0,0,0,0,0,99.9,98.7,62,18.6,0
44.1,year_1681,0,0,0,0,0,0,56,31.4,0,0,0
75.8,year_1682,0,0,0,0,0,0,24.2,0,0,0,0
0,year_1683,0,0,0,0,0,0,100,100,76.1,9.4,0
36.6,year_1684,54.8,31.2,0,0,0,0,8.6,0,0,0,0
14.4,year_1685,85.3,69.9,58.6,42.8,29.6,0,0.2,0,0,0,0
0,year_1686,100.1,99,62.6,13.8,0,0,0,0,0,0,0
7.7,year_1687,0,0,0,0,0,0,92.3,14.8,0,0,0
0,year_1688,0,0,0,0,0,0,100,77.6,15.1,0,0
24.5,year_1689,0,0,0,0,0,0,75.5,40.9,23.2,2.2,0
77.1,year_1690,22.9,6,0,0,0,0,0,0,0,0,0
94.5,year_1691,0,0,0,0,0,0,5.5,0,0,0,0
0,year_1692,0,0,0,0,0,0,100,98.8,45.5,0,0
11.7,year_1693,0,0,0,0,0,0,88.3,62.7,3.3,0,0
77.4,year_1694,0,0,0,0,0,0,22.6,0,0,0,0
86.7,year_1695,10.7,0.1,0,0,0,0,2.6,0,0,0,0
43.1,year_1696,30.6,3.3,0,0,0,0,26.3,2.4,0,0,0
61.3,year_1697,0,0,0,0,0,0,38.7,14,0,0,0
86.6,year_1698,0,0,0,0,0,0,13.4,0,0,0,0
0,year_1699,0,0,0,0,0,0,100,72.8,12.6,3.5,0
43.6,year_1700,37.7,0,0,0,0,0,18.7,0.2,0,0,0
0,year_1701,0,0,0,0,0,0,100,75.3,28.6,0,0
10.1,year_1702,0,0,0,0,0,0,89.9,58.6,19.4,5.8,0
0,year_1703,100,80.6,17.7,0,0,0,0,0,0,0,0
1.1,year_1704,98.8,22.7,0,0,0,0,0,0,0,0,0
16.1,year_1705,0,0,0,0,0,0,83.9,24.7,0,0,0
54.7,year_1706,13,0,0,0,0,0,32.3,5.6,0,0,0
0,year_1707,99.9,90.4,32,1.3,0,0,0,0,0,0,0
0,year_1708,100,94.6,58.7,25,0,0,0,0,0,0,0
4.3,year_1709,95.8,21.5,0,0,0,0,0,0,0,0,0
31.3,year_1710,32.2,5.8,0,0,0,0,36.7,23.3,6.7,0,0
55.8,year_1711,0,0,0,0,0,0,44.2,0,0,0,0
43.4,year_1712,0,0,0,0,0,0,56.6,0,0,0,0
94,year_1713,0,0,0,0,0,0,6,0,0,0,0
57,year_1714,43,0,0,0,0,0,0,0,0,0,0
96.7,year_1715,3.3,0,0,0,0,0,0,0,0,0,0
59.4,year_1716,40.6,2.2,0,0,0,0,0,0,0,0,0
25.1,year_1717,74.9,34.8,10.7,0,0,0,0,0,0,0,0
33.1,year_1718,5.6,0.1,0,0,0,0,61.2,37.9,3.4,0,0
0,year_1719,0,0,0,0,0,0,100.1,92.4,34.3,0,0
0,year_1720,0,0,0,0,0,0,100,100,89.4,79.4,57.8
41.6,year_1721,33,13.1,5.5,0,0,0,25.3,3.3,0,0,0
0,year_1722,100,82.7,43.3,0,0,0,0,0,0,0,0
93.5,year_1723,0,0,0,0,0,0,6.5,0,0,0,0
62.7,year_1724,0,0,0,0,0,0,37.2,15,0,0,0
0,year_1725,0,0,0,0,0,0,100,89.4,21.9,4.7,0
0,year_1726,0,0,0,0,0,0,99.9,99.9,99.9,91.3,58.4
0,year_1727,0,0,0,0,0,0,100,81.2,41.4,24.8,9.4
41.9,year_1728,40,13.5,0,0,0,0,18,1.2,0,0,0
0,year_1729,100,100,100,96,78.5,0,0,0,0,0,0
34.8,year_1730,65.2,0,0,0,0,0,0,0,0,0,0
76.9,year_1731,0,0,0,0,0,0,23.1,0,0,0,0
68.8,year_1732,0,0,0,0,0,0,31.2,0,0,0,0
49.7,year_1733,40.9,1.3,0,0,0,0,9.5,0,0,0,0
2.3,year_1734,0,0,0,0,0,0,97.7,51.6,8.4,0,0
0,year_1735,100,100,100,93.3,12.6,0,0,0,0,0,0
9.8,year_1736,90.2,43.4,0,0,0,0,0,0,0,0,0
26.5,year_1737,73.5,16.4,0,0,0,0,0,0,0,0,0
24.6,year_1738,0,0,0,0,0,0,75.3,1.1,0,0,0
98.6,year_1739,1.4,0,0,0,0,0,0,0,0,0,0
45.6,year_1740,54.2,1.1,0,0,0,0,0.2,0,0,0,0
96.1,year_1741,0,0,0,0,0,0,3.9,0,0,0,0
6.4,year_1742,93.7,7.8,0,0,0,0,0,0,0,0,0
47.9,year_1743,5.3,0,0,0,0,0,46.9,27.8,4.5,0,0
54.9,year_1744,45.2,24.4,12.3,1.1,0,0,0,0,0,0,0
57.2,year_1745,0,0,0,0,0,0,42.8,1.3,0,0,0
0,year_1746,0,0,0,0,0,0,100,100,80.8,50.6,9.1
0,year_1747,0,0,0,0,0,0,100,92.7,79.5,64.1,27.3
7.4,year_1748,92.6,75.1,45.9,23.3,0,0,0,0,0,0,0
0,year_1749,0,0,0,0,0,0,100,39.8,0,0,0
62.8,year_1750,14.1,0,0,0,0,0,23.1,1.2,0,0,0
64.9,year_1751,35.1,0,0,0,0,0,0,0,0,0,0
7.4,year_1752,92.7,75.2,33.2,0,0,0,0,0,0,0,0
36.6,year_1753,63.4,14.2,0,0,0,0,0,0,0,0,0
99.8,year_1754,0,0,0,0,0,0,0.2,0,0,0,0
29.6,year_1755,70.4,1.1,0,0,0,0,0,0,0,0,0
2.5,year_1756,97.5,61.4,17.6,0,0,0,0,0,0,0,0
0,year_1757,100,54.1,6,0,0,0,0,0,0,0,0
76.7,year_1758,0,0,0,0,0,0,23.3,0,0,0,0
82,year_1759,2.1,0,0,0,0,0,15.8,0,0,0,0
31.9,year_1760,0,0,0,0,0,0,68.1,12.1,0,0,0
28.3,year_1761,0,0,0,0,0,0,71.8,50.7,26.6,4.9,1.3
29.9,year_1762,0,0,0,0,0,0,70,3.3,0,0,0
7.5,year_1763,92.6,61.7,0,0,0,0,0,0,0,0,0
50.3,year_1764,0,0,0,0,0,0,49.7,6.8,0,0,0
1.1,year_1765,98.9,40.4,7.1,0,0,0,0,0,0,0,0
0,year_1766,0,0,0,0,0,0,100,53.6,0,0,0
39.2,year_1767,0,0,0,0,0,0,60.8,11.1,0,0,0
31.7,year_1768,0,0,0,0,0,0,68.2,26,0,0,0
16.3,year_1769,0,0,0,0,0,0,83.7,10,0,0,0
99,year_1770,0,0,0,0,0,0,1,0,0,0,0
0,year_1771,0,0,0,0,0,0,100,81.4,34.4,6.7,0
66.5,year_1772,33.5,0,0,0,0,0,0,0,0,0,0
9.8,year_1773,90.2,76.9,56.9,31,2.3,0,0,0,0,0,0
0,year_1774,100,63.7,0,0,0,0,0,0,0,0,0
58.3,year_1775,0,0,0,0,0,0,41.7,11.8,0,0,0
76,year_1776,0,0,0,0,0,0,24,0,0,0,0
2,year_1777,98,56.5,15.4,0.3,0,0,0,0,0,0,0
3.1,year_1778,96.9,81.9,14.1,0,0,0,0,0,0,0,0
73.6,year_1779,26.4,0,0,0,0,0,0,0,0,0,0
20.8,year_1780,79.1,63.5,33.1,0,0,0,0,0,0,0,0
12.9,year_1781,87.2,13.1,0,0,0,0,0,0,0,0,0
0,year_1782,100.1,100.1,69.4,34.1,3.7,0,0,0,0,0,0
47.6,year_1783,39.3,17.9,0.1,0,0,0,13.2,0,0,0,0
22.9,year_1784,0,0,0,0,0,0,77.1,56.9,41.1,21,2.2
100,year_1785,0,0,0,0,0,0,0,0,0,0,0
16.5,year_1786,83.5,4.5,0,0,0,0,0,0,0,0,0
9,year_1787,0,0,0,0,0,0,90.9,62.3,15.8,0,0
10.6,year_1788,89.4,22.3,0,0,0,0,0,0,0,0,0
22.1,year_1789,71,46.2,7.4,0,0,0,6.8,0.2,0,0,0
32.7,year_1790,0,0,0,0,0,0,67.2,30.1,0,0,0
0,year_1791,0,0,0,0,0,0,100,100,72.5,5.6,0
0,year_1792,0,0,0,0,0,0,100,100,83.6,8.8,0
20.7,year_1793,0,0,0,0,0,0,79.2,57,37,16.8,3.3
84.8,year_1794,15.2,0.2,0,0,0,0,0,0,0,0,0
32.1,year_1795,67.9,35.8,10.3,0,0,0,0,0,0,0,0
99,year_1796,0,0,0,0,0,0,1,0,0,0,0
19.1,year_1797,0,0,0,0,0,0,81,13.3,0,0,0
0,year_1798,100,63,9.2,0,0,0,0,0,0,0,0
0,year_1799,0,0,0,0,0,0,100,16.2,0,0,0
97.6,year_1800,2.4,0,0,0,0,0,0,0,0,0,0
30.6,year_1801,69.4,7.9,0,0,0,0,0,0,0,0,0
17.3,year_1802,0,0,0,0,0,0,82.7,4.9,0,0,0
72.9,year_1803,0,0,0,0,0,0,27.2,12.6,1.5,0,0
73,year_1804,27,0,0,0,0,0,0,0,0,0,0
40.1,year_1805,50.7,31.5,0,0,0,0,9.3,1.6,0,0,0
0,year_1806,100,69.3,0,0,0,0,0,0,0,0,0
46.8,year_1807,0,0,0,0,0,0,53.2,0,0,0,0
35.4,year_1808,64.6,19.8,0,0,0,0,0,0,0,0,0
55.6,year_1809,44.4,0,0,0,0,0,0,0,0,0,0
65.6,year_1810,0,0,0,0,0,0,34.4,4.7,0,0,0
0,year_1811,0,0,0,0,0,0,100,84.6,38.1,14.9,2.3
50.3,year_1812,0,0,0,0,0,0,49.7,0,0,0,0
4.2,year_1813,95.8,80.8,42.4,11.9,0,0,0,0,0,0,0
60.2,year_1814,39.8,0,0,0,0,0,0,0,0,0,0
39.2,year_1815,0,0,0,0,0,0,60.8,2.2,0,0,0
2,year_1816,0,0,0,0,0,0,97.9,85.8,55.6,33.2,8.9
21.8,year_1817,0,0,0,0,0,0,78.2,42.9,0,0,0
23,year_1818,77,53.3,26.4,0,0,0,0,0,0,0,0
46.4,year_1819,29.8,15.4,1.1,0,0,0,23.8,1.1,0,0,0
32.1,year_1820,54.5,41.1,11.3,0,0,0,13.5,0,0,0,0
0,year_1821,0,0,0,0,0,0,100,29.7,4.6,0,0
0,year_1822,100,90.4,3.6,0,0,0,0,0,0,0,0
3.2,year_1823,96.8,26.4,0,0,0,0,0,0,0,0,0
0,year_1824,100,88.5,58.3,24.2,0,0,0,0,0,0,0
96.1,year_1825,0,0,0,0,0,0,3.9,0,0,0,0
11.1,year_1826,0,0,0,0,0,0,88.9,6.8,0,0,0
100,year_1827,0,0,0,0,0,0,0,0,0,0,0
0,year_1828,0,0,0,0,0,0,99.9,99.8,74.5,32.8,4.4
71.6,year_1829,28.4,0,0,0,0,0,0,0,0,0,0
61.2,year_1830,0,0,0,0,0,0,38.8,1.1,0,0,0
63.7,year_1831,10.8,0,0,0,0,0,25.5,0,0,0,0
0,year_1832,0,0,0,0,0,0,100,65.8,3.3,0,0
0,year_1833,0,0,0,0,0,0,100,70.3,1.2,0,0
54.4,year_1834,45.6,4.6,0,0,0,0,0,0,0,0,0
58.2,year_1835,0,0,0,0,0,0,41.8,15.4,0,0,0
92.2,year_1836,7.8,0,0,0,0,0,0,0,0,0,0
0,year_1837,0,0,0,0,0,0,100,78.2,8.4,0,0
0,year_1838,0,0,0,0,0,0,100,100,89.3,44.6,6.8
0,year_1839,0,0,0,0,0,0,99.9,99.9,97.7,72.7,16
0,year_1840,0,0,0,0,0,0,100.1,83.9,53.7,6.7,0
85.6,year_1841,6.1,0,0,0,0,0,8.3,0,0,0,0
0,year_1842,99.9,70.6,6.4,0,0,0,0,0,0,0,0
66.3,year_1843,18.6,4.9,0.2,0,0,0,15.1,2.1,0,0,0
41.9,year_1844,0,0,0,0,0,0,58.1,28.8,0,0,0
0,year_1845,100,95.3,55.4,2.2,0,0,0,0,0,0,0
8.1,year_1846,91.9,60.6,36.4,6.4,0,0,0,0,0,0,0
0,year_1847,100,88,69,34.1,0,0,0,0,0,0,0
75.4,year_1848,24.6,0,0,0,0,0,0,0,0,0,0
0,year_1849,0,0,0,0,0,0,100,91.3,72.4,44.6,12.4
18.6,year_1850,0,0,0,0,0,0,81.4,53.6,19.1,0,0
30.1,year_1851,69.9,42.8,20.7,0,0,0,0,0,0,0,0
68.2,year_1852,1.3,0,0,0,0,0,30.5,0,0,0,0
0,year_1853,0,0,0,0,0,0,100,100,35.5,0,0
16.7,year_1854,0,0,0,0,0,0,83.3,52.4,25.8,5.9,0
80.8,year_1855,19.1,0,0,0,0,0,0,0,0,0,0
34.4,year_1856,65.6,30.6,0.2,0,0,0,0,0,0,0,0
0,year_1857,100,38.8,6.2,0,0,0,0,0,0,0,0
72.9,year_1858,0,0,0,0,0,0,27.1,0,0,0,0
63.2,year_1859,36.8,0,0,0,0,0,0,0,0,0,0
100,year_1860,0,0,0,0,0,0,0,0,0,0,0
6.9,year_1861,93.1,70,45.1,14.2,0,0,0,0,0,0,0
0,year_1862,0,0,0,0,0,0,100,61.4,0,0,0
43.2,year_1863,56.7,36.6,14.5,1.4,0,0,0,0,0,0,0
0,year_1864,99.9,84.6,16.2,0,0,0,0,0,0,0,0
71.8,year_1865,28.2,0,0,0,0,0,0,0,0,0,0
0,year_1866,0,0,0,0,0,0,99.9,99.9,88,16.8,0
0,year_1867,0,0,0,0,0,0,99.9,91.2,54,8.7,0
0,year_1868,0,0,0,0,0,0,100,100,87.3,55.8,10.6
0,year_1869,0,0,0,0,0,0,100.1,77,29.7,0,0
71.5,year_1870,28.5,0,0,0,0,0,0,0,0,0,0
0,year_1871,100,100,92.1,2.2,0,0,0,0,0,0,0
53.6,year_1872,46.4,0,0,0,0,0,0,0,0,0,0
53.2,year_1873,46.8,3.3,0,0,0,0,0,0,0,0,0
85.4,year_1874,8.4,0,0,0,0,0,6.2,0,0,0,0
100,year_1875,0,0,0,0,0,0,0,0,0,0,0
40.1,year_1876,59.9,0,0,0,0,0,0,0,0,0,0
78.5,year_1877,21.5,0,0,0,0,0,0,0,0,0,0
99.9,year_1878,0,0,0,0,0,0,0.1,0,0,0,0
0,year_1879,99.9,99.9,72.8,29.5,2.3,0,0,0,0,0,0
0,year_1880,100,38.2,0,0,0,0,0,0,0,0,0
19.2,year_1881,80.8,34,0,0,0,0,0,0,0,0,0
11.5,year_1882,88.5,37.5,0,0,0,0,0,0,0,0,0
0,year_1883,100,66.1,0,0,0,0,0,0,0,0,0
0,year_1884,0,0,0,0,0,0,100,21.8,0,0,0
0,year_1885,0,0,0,0,0,0,100,100,67.1,15.9,2.5
100,year_1886,0,0,0,0,0,0,0,0,0,0,0
3.1,year_1887,96.9,8.2,0,0,0,0,0,0,0,0,0
71,year_1888,27.9,0,0,0,0,0,1.1,0,0,0,0
52.3,year_1889,47.7,30.9,6.9,0,0,0,0,0,0,0,0
56.6,year_1890,0,0,0,0,0,0,43.4,5.9,0,0,0
10.6,year_1891,0,0,0,0,0,0,89.3,39.2,0,0,0
79.8,year_1892,0,0,0,0,0,0,20.2,0,0,0,0
0,year_1893,100,68.6,0,0,0,0,0,0,0,0,0
19.9,year_1894,80.1,47.7,0,0,0,0,0,0,0,0,0
79.1,year_1895,0,0,0,0,0,0,20.9,0,0,0,0
0,year_1896,100.1,74.6,26.3,0,0,0,0,0,0,0,0
68.1,year_1897,0,0,0,0,0,0,31.9,0,0,0,0
16.1,year_1898,0,0,0,0,0,0,83.9,32.1,0,0,0
3.1,year_1899,96.8,77.2,49.4,5.6,0,0,0,0,0,0,0
6.9,year_1900,93.1,60.3,0,0,0,0,0,0,0,0,0
49.9,year_1901,50.1,0,0,0,0,0,0,0,0,0,0
0,year_1902,100,95.1,58.6,29.4,0,0,0,0,0,0,0
82.3,year_1903,0,0,0,0,0,0,17.7,0,0,0,0
40.6,year_1904,59.4,33.4,5.6,0,0,0,0,0,0,0,0
38.6,year_1905,0,0,0,0,0,0,61.5,1.4,0,0,0
0,year_1906,0,0,0,0,0,0,100,98.9,24.1,2.3,0
0,year_1907,0,0,0,0,0,0,100,100,100,86,36.3
0,year_1908,0,0,0,0,0,0,100,74.1,23.7,4.4,0
8.2,year_1909,0,0,0,0,0,0,91.7,3.3,0,0,0
19.4,year_1910,0,0,0,0,0,0,80.6,0,0,0,0
5.2,year_1911,0,0,0,0,0,0,94.8,70.3,20.2,0,0
3.8,year_1912,0,0,0,0,0,0,96.2,57.4,22,0,0
31.3,year_1913,0,0,0,0,0,0,68.7,43.2,24.5,8.2,1.2
0,year_1914,0,0,0,0,0,0,100.1,100.1,100.1,81.4,31.7
4.4,year_1915,0,0,0,0,0,0,95.6,73.3,28.7,2.2,0
5,year_1916,0,0,0,0,0,0,95.1,48.5,11.3,0,0
5.4,year_1917,0,0,0,0,0,0,94.6,74.8,8,0,0
97.9,year_1918,0,0,0,0,0,0,2.1,0,0,0,0
54,year_1919,20.6,2,0,0,0,0,25.5,4.5,0,0,0
17.3,year_1920,0,0,0,0,0,0,82.7,61.6,25.5,3.3,0
0,year_1921,0,0,0,0,0,0,100,79.8,23.7,0,0
53.4,year_1922,0,0,0,0,0,0,46.7,11.5,0,0,0
67.1,year_1923,0,0,0,0,0,0,32.9,5.7,0,0,0
70.6,year_1924,29.4,6.9,0.1,0,0,0,0,0,0,0,0
41.6,year_1925,29.6,0,0,0,0,0,28.8,9.1,0.3,0,0
54.9,year_1926,0,0,0,0,0,0,45.1,0,0,0,0
